,Premise,Hypothesis,Label,Time Diff,Type,Prem Fixed,Temp Type
5330,The President gave a speech before Wednesday.,The President gave a speech before Tuesday.,Neutral,0.14285714285714285,SINGLE_day,False,Forward Past
5331,The President gave a speech after Wednesday.,The President gave a speech before Tuesday.,Contradiction,0.14285714285714285,SINGLE_day,False,Forward Past
5332,The President gave a speech after Monday.,The President gave a speech after Tuesday.,Neutral,0.14285714285714285,SINGLE_day,False,Forward Past
5333,The President gave a speech before Wednesday.,The President gave a speech after Saturday.,Contradiction,0.42857142857142855,SINGLE_day,False,Forward Past
5334,The President gave a speech before Monday.,The President gave a speech after Monday.,Contradiction,0.0,SINGLE_day,False,Forward Past
5335,"After Monday, the President gave a speech.","Before Sunday, the President gave a speech.",Contradiction,0.14285714285714285,SINGLE_day,False,Backward Past
5336,"Before Thursday, the President gave a speech.","After Friday, the President gave a speech.",Contradiction,0.14285714285714285,SINGLE_day,False,Backward Past
5337,"After Sunday, the President gave a speech.","After Tuesday, the President gave a speech.",Neutral,0.2857142857142857,SINGLE_day,False,Backward Past
5338,"After Wednesday, the President gave a speech.","After Sunday, the President gave a speech.",Entailment,0.42857142857142855,SINGLE_day,False,Backward Past
5339,"After Thursday, the President gave a speech.","After Wednesday, the President gave a speech.",Entailment,0.14285714285714285,SINGLE_day,False,Backward Past
5340,The President gave a speech at 8 AM.,The President gave a speech after 8 AM.,Contradiction,0.0,SINGLE_day_time_12,True,Forward Past
5341,The President gave a speech at 7 PM.,The President gave a speech before 2 PM.,Contradiction,0.20833333333333334,SINGLE_day_time_12,True,Forward Past
5342,The President gave a speech at 12 PM.,The President gave a speech after 3 PM.,Contradiction,0.125,SINGLE_day_time_12,True,Forward Past
5343,The President gave a speech at 8 PM.,The President gave a speech after 8 AM.,Entailment,0.5,SINGLE_day_time_12,True,Forward Past
5344,The President gave a speech at 10 AM.,The President gave a speech after 2 AM.,Entailment,0.3333333333333333,SINGLE_day_time_12,True,Forward Past
5345,"At 6 AM, the President gave a speech.","Before 3 AM, the President gave a speech.",Contradiction,0.125,SINGLE_day_time_12,True,Backward Past
5346,"At 3 AM, the President gave a speech.","After 12 PM, the President gave a speech.",Contradiction,0.375,SINGLE_day_time_12,True,Backward Past
5347,"At 2 PM, the President gave a speech.","After 11 PM, the President gave a speech.",Contradiction,0.375,SINGLE_day_time_12,True,Backward Past
5348,"At 6 PM, the President gave a speech.","After 6 PM, the President gave a speech.",Contradiction,0.0,SINGLE_day_time_12,True,Backward Past
5349,"At 5 PM, the President gave a speech.","After 8 AM, the President gave a speech.",Entailment,0.375,SINGLE_day_time_12,True,Backward Past
5350,The President gave a speech before 4 PM.,The President gave a speech before 3 PM.,Neutral,0.041666666666666664,SINGLE_day_time_12,False,Forward Past
5351,The President gave a speech after 10 AM.,The President gave a speech after 3 AM.,Entailment,0.2916666666666667,SINGLE_day_time_12,False,Forward Past
5352,The President gave a speech before 10 PM.,The President gave a speech after 12 PM.,Neutral,0.4166666666666667,SINGLE_day_time_12,False,Forward Past
5353,The President gave a speech after 10 AM.,The President gave a speech before 10 PM.,Neutral,0.5,SINGLE_day_time_12,False,Forward Past
5354,The President gave a speech before 6 AM.,The President gave a speech before 6 PM.,Entailment,0.5,SINGLE_day_time_12,False,Forward Past
5355,"Before 6 PM, the President gave a speech.","Before 6 AM, the President gave a speech.",Neutral,0.5,SINGLE_day_time_12,False,Backward Past
5356,"Before 1 PM, the President gave a speech.","After 11 PM, the President gave a speech.",Contradiction,0.4166666666666667,SINGLE_day_time_12,False,Backward Past
5357,"After 12 AM, the President gave a speech.","Before 9 AM, the President gave a speech.",Neutral,0.375,SINGLE_day_time_12,False,Backward Past
5358,"Before 5 AM, the President gave a speech.","After 12 AM, the President gave a speech.",Neutral,0.20833333333333334,SINGLE_day_time_12,False,Backward Past
5359,"After 1 AM, the President gave a speech.","Before 12 AM, the President gave a speech.",Contradiction,0.041666666666666664,SINGLE_day_time_12,False,Backward Past
5360,The President gave a speech at 11:00.,The President gave a speech after 20:00.,Contradiction,0.375,SINGLE_day_time_24,True,Forward Past
5361,The President gave a speech at 13:00.,The President gave a speech before 10:00.,Contradiction,0.125,SINGLE_day_time_24,True,Forward Past
5362,The President gave a speech at 14:00.,The President gave a speech before 16:00.,Entailment,0.08333333333333333,SINGLE_day_time_24,True,Forward Past
5363,The President gave a speech at 06:00.,The President gave a speech before 13:00.,Entailment,0.2916666666666667,SINGLE_day_time_24,True,Forward Past
5364,The President gave a speech at 03:00.,The President gave a speech after 08:00.,Contradiction,0.20833333333333334,SINGLE_day_time_24,True,Forward Past
5365,"At 12:00, the President gave a speech.","After 05:00, the President gave a speech.",Entailment,0.2916666666666667,SINGLE_day_time_24,True,Backward Past
5366,"At 15:00, the President gave a speech.","Before 05:00, the President gave a speech.",Contradiction,0.4166666666666667,SINGLE_day_time_24,True,Backward Past
5367,"At 09:00, the President gave a speech.","Before 21:00, the President gave a speech.",Entailment,0.5,SINGLE_day_time_24,True,Backward Past
5368,"At 10:00, the President gave a speech.","Before 04:00, the President gave a speech.",Contradiction,0.25,SINGLE_day_time_24,True,Backward Past
5369,"At 23:00, the President gave a speech.","After 12:00, the President gave a speech.",Entailment,0.4583333333333333,SINGLE_day_time_24,True,Backward Past
5370,The President gave a speech after 14:00.,The President gave a speech before 20:00.,Neutral,0.25,SINGLE_day_time_24,False,Forward Past
5371,The President gave a speech after 18:00.,The President gave a speech before 09:00.,Contradiction,0.375,SINGLE_day_time_24,False,Forward Past
5372,The President gave a speech after 18:00.,The President gave a speech before 21:00.,Neutral,0.125,SINGLE_day_time_24,False,Forward Past
5373,The President gave a speech before 15:00.,The President gave a speech before 05:00.,Neutral,0.4166666666666667,SINGLE_day_time_24,False,Forward Past
5374,The President gave a speech before 20:00.,The President gave a speech after 14:00.,Neutral,0.25,SINGLE_day_time_24,False,Forward Past
5375,"Before 09:00, the President gave a speech.","Before 11:00, the President gave a speech.",Entailment,0.08333333333333333,SINGLE_day_time_24,False,Backward Past
5376,"After 18:00, the President gave a speech.","After 14:00, the President gave a speech.",Entailment,0.16666666666666666,SINGLE_day_time_24,False,Backward Past
5377,"After 14:00, the President gave a speech.","After 09:00, the President gave a speech.",Entailment,0.20833333333333334,SINGLE_day_time_24,False,Backward Past
5378,"Before 16:00, the President gave a speech.","Before 23:00, the President gave a speech.",Entailment,0.2916666666666667,SINGLE_day_time_24,False,Backward Past
5379,"After 05:00, the President gave a speech.","After 14:00, the President gave a speech.",Neutral,0.375,SINGLE_day_time_24,False,Backward Past
5380,The President gave a speech on 5th.,The President gave a speech after 1st.,Entailment,0.14285714285714285,SINGLE_date,True,Forward Past
5381,The President gave a speech on 1st.,The President gave a speech before 10th.,Entailment,0.32142857142857145,SINGLE_date,True,Forward Past
5382,The President gave a speech on 14th.,The President gave a speech before 18th.,Entailment,0.14285714285714285,SINGLE_date,True,Forward Past
5383,The President gave a speech on 2nd.,The President gave a speech after 9th.,Contradiction,0.25,SINGLE_date,True,Forward Past
5384,The President gave a speech on 27th.,The President gave a speech after 23rd.,Entailment,0.14285714285714285,SINGLE_date,True,Forward Past
5385,"On 13th, the President gave a speech.","Before 5th, the President gave a speech.",Contradiction,0.2857142857142857,SINGLE_date,True,Backward Past
5386,"On 23rd, the President gave a speech.","After 14th, the President gave a speech.",Entailment,0.32142857142857145,SINGLE_date,True,Backward Past
5387,"On 4th, the President gave a speech.","Before 7th, the President gave a speech.",Entailment,0.10714285714285714,SINGLE_date,True,Backward Past
5388,"On 22nd, the President gave a speech.","Before 25th, the President gave a speech.",Entailment,0.10714285714285714,SINGLE_date,True,Backward Past
5389,"On 28th, the President gave a speech.","Before 24th, the President gave a speech.",Contradiction,0.14285714285714285,SINGLE_date,True,Backward Past
5390,The President gave a speech after 6th.,The President gave a speech after 5th.,Entailment,0.03571428571428571,SINGLE_date,False,Forward Past
5391,The President gave a speech before 7th.,The President gave a speech after 19th.,Contradiction,0.42857142857142855,SINGLE_date,False,Forward Past
5392,The President gave a speech before 14th.,The President gave a speech before 22nd.,Entailment,0.2857142857142857,SINGLE_date,False,Forward Past
5393,The President gave a speech after 15th.,The President gave a speech before 25th.,Neutral,0.35714285714285715,SINGLE_date,False,Forward Past
5394,The President gave a speech before 8th.,The President gave a speech before 13th.,Entailment,0.17857142857142858,SINGLE_date,False,Forward Past
5395,"Before 22nd, the President gave a speech.","Before 14th, the President gave a speech.",Neutral,0.2857142857142857,SINGLE_date,False,Backward Past
5396,"After 13th, the President gave a speech.","After 27th, the President gave a speech.",Neutral,0.5,SINGLE_date,False,Backward Past
5397,"After 10th, the President gave a speech.","After 7th, the President gave a speech.",Entailment,0.10714285714285714,SINGLE_date,False,Backward Past
5398,"Before 16th, the President gave a speech.","After 24th, the President gave a speech.",Contradiction,0.2857142857142857,SINGLE_date,False,Backward Past
5399,"Before 16th, the President gave a speech.","Before 10th, the President gave a speech.",Neutral,0.21428571428571427,SINGLE_date,False,Backward Past
5400,The park was open at 6 PM.,The park was open after 11:00.,Entailment,0.2916666666666667,MULTI_day_time,True,Forward Past
5401,The park was open at 16:00.,The park was open after 6 PM.,Contradiction,0.08333333333333333,MULTI_day_time,True,Forward Past
5402,The park was open at 09:00.,The park was open before 1 AM.,Contradiction,0.3333333333333333,MULTI_day_time,True,Forward Past
5403,The park was open at 11 AM.,The park was open after 23:00.,Contradiction,0.5,MULTI_day_time,True,Forward Past
5404,The park was open at 8 AM.,The park was open before 17:00.,Entailment,0.375,MULTI_day_time,True,Forward Past
5405,"At 11 PM, the park was open.","After 23:00, the park was open.",Contradiction,0.0,MULTI_day_time,True,Backward Past
5406,"At 00:00, the park was open.","After 8 AM, the park was open.",Contradiction,0.3333333333333333,MULTI_day_time,True,Backward Past
5407,"At 05:00, the park was open.","Before 10 AM, the park was open.",Entailment,0.20833333333333334,MULTI_day_time,True,Backward Past
5408,"At 4 PM, the park was open.","After 06:00, the park was open.",Entailment,0.4166666666666667,MULTI_day_time,True,Backward Past
5409,"At 3 AM, the park was open.","Before 15:00, the park was open.",Entailment,0.5,MULTI_day_time,True,Backward Past
5410,The park was open after 09:00.,The park was open before 3 AM.,Contradiction,0.25,MULTI_day_time,False,Forward Past
5411,The park was open before 12:00.,The park was open before 3 AM.,Neutral,0.375,MULTI_day_time,False,Forward Past
5412,The park was open after 06:00.,The park was open after 2 PM.,Neutral,0.3333333333333333,MULTI_day_time,False,Forward Past
5413,The park was open before 17:00.,The park was open before 11 AM.,Neutral,0.25,MULTI_day_time,False,Forward Past
5414,The park was open after 08:00.,The park was open after 11 AM.,Neutral,0.125,MULTI_day_time,False,Forward Past
5415,"After 2 PM, the park was open.","After 03:00, the park was open.",Entailment,0.4583333333333333,MULTI_day_time,False,Backward Past
5416,"After 17:00, the park was open.","After 6 PM, the park was open.",Neutral,0.041666666666666664,MULTI_day_time,False,Backward Past
5417,"Before 6 AM, the park was open.","After 08:00, the park was open.",Contradiction,0.08333333333333333,MULTI_day_time,False,Backward Past
5418,"After 11:00, the park was open.","After 2 AM, the park was open.",Entailment,0.375,MULTI_day_time,False,Backward Past
5419,"Before 14:00, the park was open.","Before 6 AM, the park was open.",Neutral,0.3333333333333333,MULTI_day_time,False,Backward Past
5420,The park was open on Friday.,The park was open before Tuesday.,Contradiction,0.42857142857142855,SINGLE_day,True,Forward Past
5421,The park was open on Wednesday.,The park was open before Saturday.,Entailment,0.42857142857142855,SINGLE_day,True,Forward Past
5422,The park was open on Thursday.,The park was open after Wednesday.,Entailment,0.14285714285714285,SINGLE_day,True,Forward Past
5423,The park was open on Monday.,The park was open before Sunday.,Contradiction,0.14285714285714285,SINGLE_day,True,Forward Past
5424,The park was open on Thursday.,The park was open after Tuesday.,Entailment,0.2857142857142857,SINGLE_day,True,Forward Past
5425,"On Thursday, the park was open.","After Monday, the park was open.",Entailment,0.42857142857142855,SINGLE_day,True,Backward Past
5426,"On Thursday, the park was open.","After Tuesday, the park was open.",Entailment,0.2857142857142857,SINGLE_day,True,Backward Past
5427,"On Wednesday, the park was open.","Before Wednesday, the park was open.",Contradiction,0.0,SINGLE_day,True,Backward Past
5428,"On Tuesday, the park was open.","After Wednesday, the park was open.",Contradiction,0.14285714285714285,SINGLE_day,True,Backward Past
5429,"On Tuesday, the park was open.","After Monday, the park was open.",Entailment,0.14285714285714285,SINGLE_day,True,Backward Past
5430,The park was open before Tuesday.,The park was open before Friday.,Entailment,0.42857142857142855,SINGLE_day,False,Forward Past
5431,The park was open after Thursday.,The park was open before Saturday.,Neutral,0.2857142857142857,SINGLE_day,False,Forward Past
5432,The park was open after Wednesday.,The park was open after Friday.,Neutral,0.2857142857142857,SINGLE_day,False,Forward Past
5433,The park was open after Sunday.,The park was open before Monday.,Neutral,0.14285714285714285,SINGLE_day,False,Forward Past
5434,The park was open before Thursday.,The park was open before Tuesday.,Neutral,0.2857142857142857,SINGLE_day,False,Forward Past
5435,"After Monday, the park was open.","After Tuesday, the park was open.",Neutral,0.14285714285714285,SINGLE_day,False,Backward Past
5436,"After Tuesday, the park was open.","Before Friday, the park was open.",Neutral,0.42857142857142855,SINGLE_day,False,Backward Past
5437,"Before Monday, the park was open.","After Wednesday, the park was open.",Contradiction,0.2857142857142857,SINGLE_day,False,Backward Past
5438,"Before Tuesday, the park was open.","After Friday, the park was open.",Contradiction,0.42857142857142855,SINGLE_day,False,Backward Past
5439,"After Sunday, the park was open.","After Monday, the park was open.",Neutral,0.14285714285714285,SINGLE_day,False,Backward Past
5440,The park was open in September.,The park was open before Nov.,Entailment,0.16666666666666666,MULTI_month,True,Forward Past
5441,The park was open in April.,The park was open before May.,Entailment,0.08333333333333333,MULTI_month,True,Forward Past
5442,The park was open in May.,The park was open before November.,Entailment,0.5,MULTI_month,True,Forward Past
5443,The park was open in Apr.,The park was open before February.,Contradiction,0.16666666666666666,MULTI_month,True,Forward Past
5444,The park was open in May.,The park was open before January.,Contradiction,0.3333333333333333,MULTI_month,True,Forward Past
5445,"In April, the park was open.","Before Oct, the park was open.",Entailment,0.5,MULTI_month,True,Backward Past
5446,"In Jun, the park was open.","Before July, the park was open.",Entailment,0.08333333333333333,MULTI_month,True,Backward Past
5447,"In February, the park was open.","Before Jan, the park was open.",Contradiction,0.08333333333333333,MULTI_month,True,Backward Past
5448,"In November, the park was open.","After Jun, the park was open.",Entailment,0.4166666666666667,MULTI_month,True,Backward Past
5449,"In October, the park was open.","Before Jun, the park was open.",Contradiction,0.3333333333333333,MULTI_month,True,Backward Past
5450,The park was open after April.,The park was open after May.,Neutral,0.08333333333333333,MULTI_month,False,Forward Past
5451,The park was open before June.,The park was open after Jan.,Neutral,0.4166666666666667,MULTI_month,False,Forward Past
5452,The park was open after May.,The park was open before Oct.,Neutral,0.4166666666666667,MULTI_month,False,Forward Past
5453,The park was open before Aug.,The park was open after September.,Contradiction,0.08333333333333333,MULTI_month,False,Forward Past
5454,The park was open after August.,The park was open before Jul.,Contradiction,0.08333333333333333,MULTI_month,False,Forward Past
5455,"After Sep, the park was open.","After March, the park was open.",Entailment,0.5,MULTI_month,False,Backward Past
5456,"After Mar, the park was open.","After September, the park was open.",Neutral,0.5,MULTI_month,False,Backward Past
5457,"Before July, the park was open.","Before Nov, the park was open.",Entailment,0.3333333333333333,MULTI_month,False,Backward Past
5458,"Before March, the park was open.","After Mar, the park was open.",Contradiction,0.0,MULTI_month,False,Backward Past
5459,"Before Apr, the park was open.","After March, the park was open.",Neutral,0.08333333333333333,MULTI_month,False,Backward Past
5460,The park was open in 1960.,The park was open before 1961.,Entailment,0.009900990099009901,SINGLE_year,True,Forward Past
5461,The park was open in 1946.,The park was open before 1961.,Entailment,0.1485148514851485,SINGLE_year,True,Forward Past
5462,The park was open in 1942.,The park was open before 1914.,Contradiction,0.27722772277227725,SINGLE_year,True,Forward Past
5463,The park was open in 1911.,The park was open before 1955.,Entailment,0.43564356435643564,SINGLE_year,True,Forward Past
5464,The park was open in 1921.,The park was open after 1965.,Contradiction,0.43564356435643564,SINGLE_year,True,Forward Past
5465,"In 1934, the park was open.","After 1962, the park was open.",Contradiction,0.27722772277227725,SINGLE_year,True,Backward Past
5466,"In 1937, the park was open.","Before 1910, the park was open.",Contradiction,0.26732673267326734,SINGLE_year,True,Backward Past
5467,"In 1931, the park was open.","After 1918, the park was open.",Entailment,0.12871287128712872,SINGLE_year,True,Backward Past
5468,"In 1964, the park was open.","After 1959, the park was open.",Entailment,0.04950495049504951,SINGLE_year,True,Backward Past
5469,"In 1938, the park was open.","After 1901, the park was open.",Entailment,0.36633663366336633,SINGLE_year,True,Backward Past
5470,The park was open before 1915.,The park was open after 1962.,Contradiction,0.46534653465346537,SINGLE_year,False,Forward Past
5471,The park was open before 1919.,The park was open before 1970.,Entailment,0.504950495049505,SINGLE_year,False,Forward Past
5472,The park was open after 1938.,The park was open after 1998.,Neutral,0.594059405940594,SINGLE_year,False,Forward Past
5473,The park was open after 1983.,The park was open before 1987.,Neutral,0.039603960396039604,SINGLE_year,False,Forward Past
5474,The park was open after 1921.,The park was open before 1979.,Neutral,0.5742574257425742,SINGLE_year,False,Forward Past
5475,"Before 1962, the park was open.","After 1923, the park was open.",Neutral,0.38613861386138615,SINGLE_year,False,Backward Past
5476,"After 1925, the park was open.","After 1971, the park was open.",Neutral,0.45544554455445546,SINGLE_year,False,Backward Past
5477,"After 1900, the park was open.","After 1905, the park was open.",Neutral,0.04950495049504951,SINGLE_year,False,Backward Past
5478,"Before 1963, the park was open.","After 1976, the park was open.",Contradiction,0.12871287128712872,SINGLE_year,False,Backward Past
5479,"Before 1950, the park was open.","After 1978, the park was open.",Contradiction,0.27722772277227725,SINGLE_year,False,Backward Past
5480,The park was open in August.,The park was open before October.,Entailment,0.16666666666666666,SINGLE_month_full,True,Forward Past
5481,The park was open in January.,The park was open after February.,Contradiction,0.08333333333333333,SINGLE_month_full,True,Forward Past
5482,The park was open in September.,The park was open after May.,Entailment,0.3333333333333333,SINGLE_month_full,True,Forward Past
5483,The park was open in September.,The park was open before November.,Entailment,0.16666666666666666,SINGLE_month_full,True,Forward Past
5484,The park was open in May.,The park was open after July.,Contradiction,0.16666666666666666,SINGLE_month_full,True,Forward Past
5485,"In November, the park was open.","Before August, the park was open.",Contradiction,0.25,SINGLE_month_full,True,Backward Past
5486,"In December, the park was open.","Before November, the park was open.",Contradiction,0.08333333333333333,SINGLE_month_full,True,Backward Past
5487,"In February, the park was open.","Before April, the park was open.",Entailment,0.16666666666666666,SINGLE_month_full,True,Backward Past
5488,"In September, the park was open.","Before March, the park was open.",Contradiction,0.5,SINGLE_month_full,True,Backward Past
5489,"In March, the park was open.","Before May, the park was open.",Entailment,0.16666666666666666,SINGLE_month_full,True,Backward Past
5490,The park was open before September.,The park was open before May.,Neutral,0.3333333333333333,SINGLE_month_full,False,Forward Past
5491,The park was open after September.,The park was open before April.,Contradiction,0.4166666666666667,SINGLE_month_full,False,Forward Past
5492,The park was open after August.,The park was open after May.,Entailment,0.25,SINGLE_month_full,False,Forward Past
5493,The park was open before August.,The park was open after July.,Neutral,0.08333333333333333,SINGLE_month_full,False,Forward Past
5494,The park was open before September.,The park was open after September.,Contradiction,0.0,SINGLE_month_full,False,Forward Past
5495,"Before May, the park was open.","After July, the park was open.",Contradiction,0.16666666666666666,SINGLE_month_full,False,Backward Past
5496,"Before August, the park was open.","After July, the park was open.",Neutral,0.08333333333333333,SINGLE_month_full,False,Backward Past
5497,"Before April, the park was open.","Before October, the park was open.",Entailment,0.5,SINGLE_month_full,False,Backward Past
5498,"After July, the park was open.","After November, the park was open.",Neutral,0.3333333333333333,SINGLE_month_full,False,Backward Past
5499,"After September, the park was open.","Before December, the park was open.",Neutral,0.25,SINGLE_month_full,False,Backward Past
5500,The park was open in Feb.,The park was open after Mar.,Contradiction,0.08333333333333333,SINGLE_month_abv,True,Forward Past
5501,The park was open in Jun.,The park was open before Jan.,Contradiction,0.4166666666666667,SINGLE_month_abv,True,Forward Past
5502,The park was open in Jan.,The park was open before Mar.,Entailment,0.16666666666666666,SINGLE_month_abv,True,Forward Past
5503,The park was open in Apr.,The park was open before Aug.,Entailment,0.3333333333333333,SINGLE_month_abv,True,Forward Past
5504,The park was open in Sep.,The park was open before Nov.,Entailment,0.16666666666666666,SINGLE_month_abv,True,Forward Past
5505,"In Jul, the park was open.","After Feb, the park was open.",Entailment,0.4166666666666667,SINGLE_month_abv,True,Backward Past
5506,"In Dec, the park was open.","Before Jul, the park was open.",Contradiction,0.4166666666666667,SINGLE_month_abv,True,Backward Past
5507,"In Mar, the park was open.","After Sep, the park was open.",Contradiction,0.5,SINGLE_month_abv,True,Backward Past
5508,"In Sep, the park was open.","After Mar, the park was open.",Entailment,0.5,SINGLE_month_abv,True,Backward Past
5509,"In Aug, the park was open.","After Jul, the park was open.",Entailment,0.08333333333333333,SINGLE_month_abv,True,Backward Past
5510,The park was open after Nov.,The park was open after Aug.,Entailment,0.25,SINGLE_month_abv,False,Forward Past
5511,The park was open before May.,The park was open before Jan.,Neutral,0.3333333333333333,SINGLE_month_abv,False,Forward Past
5512,The park was open before Jan.,The park was open after Jan.,Contradiction,0.0,SINGLE_month_abv,False,Forward Past
5513,The park was open after Sep.,The park was open before Apr.,Contradiction,0.4166666666666667,SINGLE_month_abv,False,Forward Past
5514,The park was open before Apr.,The park was open after Aug.,Contradiction,0.3333333333333333,SINGLE_month_abv,False,Forward Past
5515,"Before Dec, the park was open.","After Sep, the park was open.",Neutral,0.25,SINGLE_month_abv,False,Backward Past
5516,"After Feb, the park was open.","Before Apr, the park was open.",Neutral,0.16666666666666666,SINGLE_month_abv,False,Backward Past
5517,"Before Jun, the park was open.","After Apr, the park was open.",Neutral,0.16666666666666666,SINGLE_month_abv,False,Backward Past
5518,"Before Jul, the park was open.","Before May, the park was open.",Neutral,0.16666666666666666,SINGLE_month_abv,False,Backward Past
5519,"Before Apr, the park was open.","Before Jun, the park was open.",Entailment,0.16666666666666666,SINGLE_month_abv,False,Backward Past
5520,The park was open at 6 AM.,The park was open after 5 AM.,Entailment,0.041666666666666664,SINGLE_day_time_12,True,Forward Past
5521,The park was open at 9 AM.,The park was open after 4 PM.,Contradiction,0.2916666666666667,SINGLE_day_time_12,True,Forward Past
5522,The park was open at 7 PM.,The park was open before 1 PM.,Contradiction,0.25,SINGLE_day_time_12,True,Forward Past
5523,The park was open at 8 AM.,The park was open before 4 AM.,Contradiction,0.16666666666666666,SINGLE_day_time_12,True,Forward Past
5524,The park was open at 7 AM.,The park was open after 3 PM.,Contradiction,0.3333333333333333,SINGLE_day_time_12,True,Forward Past
5525,"At 8 AM, the park was open.","After 9 AM, the park was open.",Contradiction,0.041666666666666664,SINGLE_day_time_12,True,Backward Past
5526,"At 5 PM, the park was open.","After 3 PM, the park was open.",Entailment,0.08333333333333333,SINGLE_day_time_12,True,Backward Past
5527,"At 8 PM, the park was open.","Before 3 PM, the park was open.",Contradiction,0.20833333333333334,SINGLE_day_time_12,True,Backward Past
5528,"At 2 AM, the park was open.","Before 6 AM, the park was open.",Entailment,0.16666666666666666,SINGLE_day_time_12,True,Backward Past
5529,"At 7 PM, the park was open.","Before 7 AM, the park was open.",Contradiction,0.5,SINGLE_day_time_12,True,Backward Past
5530,The park was open after 7 AM.,The park was open after 12 AM.,Entailment,0.2916666666666667,SINGLE_day_time_12,False,Forward Past
5531,The park was open after 5 PM.,The park was open after 7 PM.,Neutral,0.08333333333333333,SINGLE_day_time_12,False,Forward Past
5532,The park was open before 10 AM.,The park was open after 7 PM.,Contradiction,0.375,SINGLE_day_time_12,False,Forward Past
5533,The park was open after 4 PM.,The park was open after 12 PM.,Entailment,0.16666666666666666,SINGLE_day_time_12,False,Forward Past
5534,The park was open after 9 AM.,The park was open after 5 PM.,Neutral,0.3333333333333333,SINGLE_day_time_12,False,Forward Past
5535,"After 3 PM, the park was open.","Before 8 AM, the park was open.",Contradiction,0.2916666666666667,SINGLE_day_time_12,False,Backward Past
5536,"After 6 PM, the park was open.","Before 11 PM, the park was open.",Neutral,0.20833333333333334,SINGLE_day_time_12,False,Backward Past
5537,"After 6 AM, the park was open.","Before 2 PM, the park was open.",Neutral,0.3333333333333333,SINGLE_day_time_12,False,Backward Past
5538,"Before 8 PM, the park was open.","Before 10 AM, the park was open.",Neutral,0.4166666666666667,SINGLE_day_time_12,False,Backward Past
5539,"After 3 AM, the park was open.","After 7 AM, the park was open.",Neutral,0.16666666666666666,SINGLE_day_time_12,False,Backward Past
5540,The park was open at 17:00.,The park was open before 19:00.,Entailment,0.08333333333333333,SINGLE_day_time_24,True,Forward Past
5541,The park was open at 17:00.,The park was open after 18:00.,Contradiction,0.041666666666666664,SINGLE_day_time_24,True,Forward Past
5542,The park was open at 06:00.,The park was open before 13:00.,Entailment,0.2916666666666667,SINGLE_day_time_24,True,Forward Past
5543,The park was open at 19:00.,The park was open before 13:00.,Contradiction,0.25,SINGLE_day_time_24,True,Forward Past
5544,The park was open at 08:00.,The park was open after 18:00.,Contradiction,0.4166666666666667,SINGLE_day_time_24,True,Forward Past
5545,"At 06:00, the park was open.","Before 08:00, the park was open.",Entailment,0.08333333333333333,SINGLE_day_time_24,True,Backward Past
5546,"At 07:00, the park was open.","Before 01:00, the park was open.",Contradiction,0.25,SINGLE_day_time_24,True,Backward Past
5547,"At 09:00, the park was open.","Before 10:00, the park was open.",Entailment,0.041666666666666664,SINGLE_day_time_24,True,Backward Past
5548,"At 22:00, the park was open.","Before 17:00, the park was open.",Contradiction,0.20833333333333334,SINGLE_day_time_24,True,Backward Past
5549,"At 14:00, the park was open.","After 09:00, the park was open.",Entailment,0.20833333333333334,SINGLE_day_time_24,True,Backward Past
5550,The park was open after 10:00.,The park was open after 04:00.,Entailment,0.25,SINGLE_day_time_24,False,Forward Past
5551,The park was open before 11:00.,The park was open after 10:00.,Neutral,0.041666666666666664,SINGLE_day_time_24,False,Forward Past
5552,The park was open before 14:00.,The park was open after 21:00.,Contradiction,0.2916666666666667,SINGLE_day_time_24,False,Forward Past
5553,The park was open after 02:00.,The park was open after 11:00.,Neutral,0.375,SINGLE_day_time_24,False,Forward Past
5554,The park was open after 04:00.,The park was open after 15:00.,Neutral,0.4583333333333333,SINGLE_day_time_24,False,Forward Past
5555,"Before 11:00, the park was open.","After 13:00, the park was open.",Contradiction,0.08333333333333333,SINGLE_day_time_24,False,Backward Past
5556,"Before 14:00, the park was open.","After 04:00, the park was open.",Neutral,0.4166666666666667,SINGLE_day_time_24,False,Backward Past
5557,"Before 19:00, the park was open.","Before 09:00, the park was open.",Neutral,0.4166666666666667,SINGLE_day_time_24,False,Backward Past
5558,"Before 16:00, the park was open.","After 08:00, the park was open.",Neutral,0.3333333333333333,SINGLE_day_time_24,False,Backward Past
5559,"Before 04:00, the park was open.","Before 15:00, the park was open.",Entailment,0.4583333333333333,SINGLE_day_time_24,False,Backward Past
5560,The park was open on 19th.,The park was open before 5th.,Contradiction,0.5,SINGLE_date,True,Forward Past
5561,The park was open on 14th.,The park was open after 26th.,Contradiction,0.42857142857142855,SINGLE_date,True,Forward Past
5562,The park was open on 26th.,The park was open after 23rd.,Entailment,0.10714285714285714,SINGLE_date,True,Forward Past
5563,The park was open on 26th.,The park was open after 24th.,Entailment,0.07142857142857142,SINGLE_date,True,Forward Past
5564,The park was open on 4th.,The park was open after 9th.,Contradiction,0.17857142857142858,SINGLE_date,True,Forward Past
5565,"On 22nd, the park was open.","After 25th, the park was open.",Contradiction,0.10714285714285714,SINGLE_date,True,Backward Past
5566,"On 25th, the park was open.","Before 23rd, the park was open.",Contradiction,0.07142857142857142,SINGLE_date,True,Backward Past
5567,"On 19th, the park was open.","After 15th, the park was open.",Entailment,0.14285714285714285,SINGLE_date,True,Backward Past
