,Premise,Hypothesis,Label,Type,Dur Type,Next Cycle,Temp Type
18,The football game will be telecasted from 07:00 to 18:00.,The football game will be telecasted for more than 110 hours.,Contradiction,SINGLE_day_time_24,MORE_GOLD*10,False,Near
19,The football game will be telecasted from 07:00 to 18:00.,The football game will be telecasted for more than 10 hours.,Entailment,SINGLE_day_time_24,MORE_GOLD-1,False,Near
20,The football game will be telecasted from 07:00 to 18:00.,The football game will be telecasted for less than 11 hours.,Contradiction,SINGLE_day_time_24,LESS_GOLD,False,Near
21,The football game will be telecasted from 07:00 to 18:00.,The football game will be telecasted for less than 12 hours.,Entailment,SINGLE_day_time_24,LESS_GOLD+1,False,Near
22,The football game will be telecasted from 07:00 to 18:00.,The football game will be telecasted for less than 110 hours.,Entailment,SINGLE_day_time_24,LESS_GOLD*10,False,Near
23,The football game will be telecasted from 07:00 to 18:00.,The football game will be telecasted for less than 10 hours.,Contradiction,SINGLE_day_time_24,LESS_GOLD-1,False,Near
24,My English class is scheduled from 02:00 to 17:00.,My English class is scheduled for 15 hours.,Entailment,SINGLE_day_time_24,EQUAL_GOLD,False,Near
25,My English class is scheduled from 02:00 to 17:00.,My English class is scheduled for 16 hours.,Contradiction,SINGLE_day_time_24,EQUAL_GOLD+1,False,Near
26,My English class is scheduled from 02:00 to 17:00.,My English class is scheduled for 150 hours.,Contradiction,SINGLE_day_time_24,EQUAL_GOLD*10,False,Near
27,My English class is scheduled from 02:00 to 17:00.,My English class is scheduled for 14 hours.,Contradiction,SINGLE_day_time_24,EQUAL_GOLD-1,False,Near
28,My English class is scheduled from 02:00 to 17:00.,My English class is scheduled for more than 15 hours.,Contradiction,SINGLE_day_time_24,MORE_GOLD,False,Near
29,My English class is scheduled from 02:00 to 17:00.,My English class is scheduled for more than 16 hours.,Contradiction,SINGLE_day_time_24,MORE_GOLD+1,False,Near
30,My English class is scheduled from 02:00 to 17:00.,My English class is scheduled for more than 150 hours.,Contradiction,SINGLE_day_time_24,MORE_GOLD*10,False,Near
31,My English class is scheduled from 02:00 to 17:00.,My English class is scheduled for more than 14 hours.,Entailment,SINGLE_day_time_24,MORE_GOLD-1,False,Near
32,My English class is scheduled from 02:00 to 17:00.,My English class is scheduled for less than 15 hours.,Contradiction,SINGLE_day_time_24,LESS_GOLD,False,Near
33,My English class is scheduled from 02:00 to 17:00.,My English class is scheduled for less than 16 hours.,Entailment,SINGLE_day_time_24,LESS_GOLD+1,False,Near
34,My English class is scheduled from 02:00 to 17:00.,My English class is scheduled for less than 150 hours.,Entailment,SINGLE_day_time_24,LESS_GOLD*10,False,Near
35,My English class is scheduled from 02:00 to 17:00.,My English class is scheduled for less than 14 hours.,Contradiction,SINGLE_day_time_24,LESS_GOLD-1,False,Near
36,The coding competition was held from 05:00 to 13:00.,The coding competition was held for 8 hours.,Entailment,SINGLE_day_time_24,EQUAL_GOLD,False,Near
37,The coding competition was held from 05:00 to 13:00.,The coding competition was held for 9 hours.,Contradiction,SINGLE_day_time_24,EQUAL_GOLD+1,False,Near
38,The coding competition was held from 05:00 to 13:00.,The coding competition was held for 80 hours.,Contradiction,SINGLE_day_time_24,EQUAL_GOLD*10,False,Near
39,The coding competition was held from 05:00 to 13:00.,The coding competition was held for 7 hours.,Contradiction,SINGLE_day_time_24,EQUAL_GOLD-1,False,Near
40,The coding competition was held from 05:00 to 13:00.,The coding competition was held for more than 8 hours.,Contradiction,SINGLE_day_time_24,MORE_GOLD,False,Near
41,The coding competition was held from 05:00 to 13:00.,The coding competition was held for more than 9 hours.,Contradiction,SINGLE_day_time_24,MORE_GOLD+1,False,Near
42,The coding competition was held from 05:00 to 13:00.,The coding competition was held for more than 80 hours.,Contradiction,SINGLE_day_time_24,MORE_GOLD*10,False,Near
43,The coding competition was held from 05:00 to 13:00.,The coding competition was held for more than 7 hours.,Entailment,SINGLE_day_time_24,MORE_GOLD-1,False,Near
44,The coding competition was held from 05:00 to 13:00.,The coding competition was held for less than 8 hours.,Contradiction,SINGLE_day_time_24,LESS_GOLD,False,Near
45,The coding competition was held from 05:00 to 13:00.,The coding competition was held for less than 9 hours.,Entailment,SINGLE_day_time_24,LESS_GOLD+1,False,Near
46,The coding competition was held from 05:00 to 13:00.,The coding competition was held for less than 80 hours.,Entailment,SINGLE_day_time_24,LESS_GOLD*10,False,Near
47,The coding competition was held from 05:00 to 13:00.,The coding competition was held for less than 7 hours.,Contradiction,SINGLE_day_time_24,LESS_GOLD-1,False,Near
48,The meeting lasted from 10:00 to 16:00.,The meeting lasted for 6 hours.,Entailment,SINGLE_day_time_24,EQUAL_GOLD,False,Near
49,The meeting lasted from 10:00 to 16:00.,The meeting lasted for 7 hours.,Contradiction,SINGLE_day_time_24,EQUAL_GOLD+1,False,Near
50,The meeting lasted from 10:00 to 16:00.,The meeting lasted for 60 hours.,Contradiction,SINGLE_day_time_24,EQUAL_GOLD*10,False,Near
51,The meeting lasted from 10:00 to 16:00.,The meeting lasted for 5 hours.,Contradiction,SINGLE_day_time_24,EQUAL_GOLD-1,False,Near
52,The meeting lasted from 10:00 to 16:00.,The meeting lasted for more than 6 hours.,Contradiction,SINGLE_day_time_24,MORE_GOLD,False,Near
53,The meeting lasted from 10:00 to 16:00.,The meeting lasted for more than 7 hours.,Contradiction,SINGLE_day_time_24,MORE_GOLD+1,False,Near
54,The meeting lasted from 10:00 to 16:00.,The meeting lasted for more than 60 hours.,Contradiction,SINGLE_day_time_24,MORE_GOLD*10,False,Near
55,The meeting lasted from 10:00 to 16:00.,The meeting lasted for more than 5 hours.,Entailment,SINGLE_day_time_24,MORE_GOLD-1,False,Near
56,The meeting lasted from 10:00 to 16:00.,The meeting lasted for less than 6 hours.,Contradiction,SINGLE_day_time_24,LESS_GOLD,False,Near
57,The meeting lasted from 10:00 to 16:00.,The meeting lasted for less than 7 hours.,Entailment,SINGLE_day_time_24,LESS_GOLD+1,False,Near
58,The meeting lasted from 10:00 to 16:00.,The meeting lasted for less than 60 hours.,Entailment,SINGLE_day_time_24,LESS_GOLD*10,False,Near
59,The meeting lasted from 10:00 to 16:00.,The meeting lasted for less than 5 hours.,Contradiction,SINGLE_day_time_24,LESS_GOLD-1,False,Near
0,Lily will reach her parent's house on Friday and will leave on Monday.,Lily will stay at her parent's house for 3 days.,Entailment,SINGLE_weekday,EQUAL_GOLD,True,Spread
1,Lily will reach her parent's house on Friday and will leave on Monday.,Lily will stay at her parent's house for 4 days.,Contradiction,SINGLE_weekday,EQUAL_GOLD+1,True,Spread
2,Lily will reach her parent's house on Friday and will leave on Monday.,Lily will stay at her parent's house for 30 days.,Contradiction,SINGLE_weekday,EQUAL_GOLD*10,True,Spread
3,Lily will reach her parent's house on Friday and will leave on Monday.,Lily will stay at her parent's house for 2 days.,Contradiction,SINGLE_weekday,EQUAL_GOLD-1,True,Spread
4,Lily will reach her parent's house on Friday and will leave on Monday.,Lily will stay at her parent's house for more than 3 days.,Contradiction,SINGLE_weekday,MORE_GOLD,True,Spread
5,Lily will reach her parent's house on Friday and will leave on Monday.,Lily will stay at her parent's house for more than 4 days.,Contradiction,SINGLE_weekday,MORE_GOLD+1,True,Spread
6,Lily will reach her parent's house on Friday and will leave on Monday.,Lily will stay at her parent's house for more than 30 days.,Contradiction,SINGLE_weekday,MORE_GOLD*10,True,Spread
7,Lily will reach her parent's house on Friday and will leave on Monday.,Lily will stay at her parent's house for more than 2 days.,Entailment,SINGLE_weekday,MORE_GOLD-1,True,Spread
8,Lily will reach her parent's house on Friday and will leave on Monday.,Lily will stay at her parent's house for less than 3 days.,Contradiction,SINGLE_weekday,LESS_GOLD,True,Spread
9,Lily will reach her parent's house on Friday and will leave on Monday.,Lily will stay at her parent's house for less than 4 days.,Entailment,SINGLE_weekday,LESS_GOLD+1,True,Spread
10,Lily will reach her parent's house on Friday and will leave on Monday.,Lily will stay at her parent's house for less than 30 days.,Entailment,SINGLE_weekday,LESS_GOLD*10,True,Spread
11,Lily will reach her parent's house on Friday and will leave on Monday.,Lily will stay at her parent's house for less than 2 days.,Contradiction,SINGLE_weekday,LESS_GOLD-1,True,Spread
12,I will start my office leave on Tuesday and be back on Monday.,I will be on my office leave for 6 days.,Entailment,SINGLE_weekday,EQUAL_GOLD,True,Spread
13,I will start my office leave on Tuesday and be back on Monday.,I will be on my office leave for 7 days.,Contradiction,SINGLE_weekday,EQUAL_GOLD+1,True,Spread
14,I will start my office leave on Tuesday and be back on Monday.,I will be on my office leave for 60 days.,Contradiction,SINGLE_weekday,EQUAL_GOLD*10,True,Spread
15,I will start my office leave on Tuesday and be back on Monday.,I will be on my office leave for 5 days.,Contradiction,SINGLE_weekday,EQUAL_GOLD-1,True,Spread
16,I will start my office leave on Tuesday and be back on Monday.,I will be on my office leave for more than 6 days.,Contradiction,SINGLE_weekday,MORE_GOLD,True,Spread
17,I will start my office leave on Tuesday and be back on Monday.,I will be on my office leave for more than 7 days.,Contradiction,SINGLE_weekday,MORE_GOLD+1,True,Spread
18,I will start my office leave on Tuesday and be back on Monday.,I will be on my office leave for more than 60 days.,Contradiction,SINGLE_weekday,MORE_GOLD*10,True,Spread
19,I will start my office leave on Tuesday and be back on Monday.,I will be on my office leave for more than 5 days.,Entailment,SINGLE_weekday,MORE_GOLD-1,True,Spread
20,I will start my office leave on Tuesday and be back on Monday.,I will be on my office leave for less than 6 days.,Contradiction,SINGLE_weekday,LESS_GOLD,True,Spread
21,I will start my office leave on Tuesday and be back on Monday.,I will be on my office leave for less than 7 days.,Entailment,SINGLE_weekday,LESS_GOLD+1,True,Spread
22,I will start my office leave on Tuesday and be back on Monday.,I will be on my office leave for less than 60 days.,Entailment,SINGLE_weekday,LESS_GOLD*10,True,Spread
23,I will start my office leave on Tuesday and be back on Monday.,I will be on my office leave for less than 5 days.,Contradiction,SINGLE_weekday,LESS_GOLD-1,True,Spread
24,The sports tournament is starting on Tuesday and will end on Monday.,The sports tournament is taking place for 6 days.,Entailment,SINGLE_weekday,EQUAL_GOLD,True,Spread
25,The sports tournament is starting on Tuesday and will end on Monday.,The sports tournament is taking place for 7 days.,Contradiction,SINGLE_weekday,EQUAL_GOLD+1,True,Spread
26,The sports tournament is starting on Tuesday and will end on Monday.,The sports tournament is taking place for 60 days.,Contradiction,SINGLE_weekday,EQUAL_GOLD*10,True,Spread
27,The sports tournament is starting on Tuesday and will end on Monday.,The sports tournament is taking place for 5 days.,Contradiction,SINGLE_weekday,EQUAL_GOLD-1,True,Spread
28,The sports tournament is starting on Tuesday and will end on Monday.,The sports tournament is taking place for more than 6 days.,Contradiction,SINGLE_weekday,MORE_GOLD,True,Spread
29,The sports tournament is starting on Tuesday and will end on Monday.,The sports tournament is taking place for more than 7 days.,Contradiction,SINGLE_weekday,MORE_GOLD+1,True,Spread
30,The sports tournament is starting on Tuesday and will end on Monday.,The sports tournament is taking place for more than 60 days.,Contradiction,SINGLE_weekday,MORE_GOLD*10,True,Spread
31,The sports tournament is starting on Tuesday and will end on Monday.,The sports tournament is taking place for more than 5 days.,Entailment,SINGLE_weekday,MORE_GOLD-1,True,Spread
32,The sports tournament is starting on Tuesday and will end on Monday.,The sports tournament is taking place for less than 6 days.,Contradiction,SINGLE_weekday,LESS_GOLD,True,Spread
33,The sports tournament is starting on Tuesday and will end on Monday.,The sports tournament is taking place for less than 7 days.,Entailment,SINGLE_weekday,LESS_GOLD+1,True,Spread
34,The sports tournament is starting on Tuesday and will end on Monday.,The sports tournament is taking place for less than 60 days.,Entailment,SINGLE_weekday,LESS_GOLD*10,True,Spread
35,The sports tournament is starting on Tuesday and will end on Monday.,The sports tournament is taking place for less than 5 days.,Contradiction,SINGLE_weekday,LESS_GOLD-1,True,Spread
36,The conference begins on Wednesday and will conclude on Sunday.,The conference is being held for 4 days.,Entailment,SINGLE_weekday,EQUAL_GOLD,True,Spread
37,The conference begins on Wednesday and will conclude on Sunday.,The conference is being held for 5 days.,Contradiction,SINGLE_weekday,EQUAL_GOLD+1,True,Spread
38,The conference begins on Wednesday and will conclude on Sunday.,The conference is being held for 40 days.,Contradiction,SINGLE_weekday,EQUAL_GOLD*10,True,Spread
39,The conference begins on Wednesday and will conclude on Sunday.,The conference is being held for 3 days.,Contradiction,SINGLE_weekday,EQUAL_GOLD-1,True,Spread
40,The conference begins on Wednesday and will conclude on Sunday.,The conference is being held for more than 4 days.,Contradiction,SINGLE_weekday,MORE_GOLD,True,Spread
41,The conference begins on Wednesday and will conclude on Sunday.,The conference is being held for more than 5 days.,Contradiction,SINGLE_weekday,MORE_GOLD+1,True,Spread
42,The conference begins on Wednesday and will conclude on Sunday.,The conference is being held for more than 40 days.,Contradiction,SINGLE_weekday,MORE_GOLD*10,True,Spread
43,The conference begins on Wednesday and will conclude on Sunday.,The conference is being held for more than 3 days.,Entailment,SINGLE_weekday,MORE_GOLD-1,True,Spread
44,The conference begins on Wednesday and will conclude on Sunday.,The conference is being held for less than 4 days.,Contradiction,SINGLE_weekday,LESS_GOLD,True,Spread
45,The conference begins on Wednesday and will conclude on Sunday.,The conference is being held for less than 5 days.,Entailment,SINGLE_weekday,LESS_GOLD+1,True,Spread
46,The conference begins on Wednesday and will conclude on Sunday.,The conference is being held for less than 40 days.,Entailment,SINGLE_weekday,LESS_GOLD*10,True,Spread
47,The conference begins on Wednesday and will conclude on Sunday.,The conference is being held for less than 3 days.,Contradiction,SINGLE_weekday,LESS_GOLD-1,True,Spread
48,The power outage started on Tuesday and ended on Sunday.,The power outage lasted for 5 days.,Entailment,SINGLE_weekday,EQUAL_GOLD,True,Spread
49,The power outage started on Tuesday and ended on Sunday.,The power outage lasted for 6 days.,Contradiction,SINGLE_weekday,EQUAL_GOLD+1,True,Spread
50,The power outage started on Tuesday and ended on Sunday.,The power outage lasted for 50 days.,Contradiction,SINGLE_weekday,EQUAL_GOLD*10,True,Spread
51,The power outage started on Tuesday and ended on Sunday.,The power outage lasted for 4 days.,Contradiction,SINGLE_weekday,EQUAL_GOLD-1,True,Spread
52,The power outage started on Tuesday and ended on Sunday.,The power outage lasted for more than 5 days.,Contradiction,SINGLE_weekday,MORE_GOLD,True,Spread
53,The power outage started on Tuesday and ended on Sunday.,The power outage lasted for more than 6 days.,Contradiction,SINGLE_weekday,MORE_GOLD+1,True,Spread
54,The power outage started on Tuesday and ended on Sunday.,The power outage lasted for more than 50 days.,Contradiction,SINGLE_weekday,MORE_GOLD*10,True,Spread
55,The power outage started on Tuesday and ended on Sunday.,The power outage lasted for more than 4 days.,Entailment,SINGLE_weekday,MORE_GOLD-1,True,Spread
56,The power outage started on Tuesday and ended on Sunday.,The power outage lasted for less than 5 days.,Contradiction,SINGLE_weekday,LESS_GOLD,True,Spread
57,The power outage started on Tuesday and ended on Sunday.,The power outage lasted for less than 6 days.,Entailment,SINGLE_weekday,LESS_GOLD+1,True,Spread
58,The power outage started on Tuesday and ended on Sunday.,The power outage lasted for less than 50 days.,Entailment,SINGLE_weekday,LESS_GOLD*10,True,Spread
59,The power outage started on Tuesday and ended on Sunday.,The power outage lasted for less than 4 days.,Contradiction,SINGLE_weekday,LESS_GOLD-1,True,Spread
0,Lily will stay at her parent's house from Saturday to Friday.,Lily will stay at her parent's house for 6 days.,Entailment,SINGLE_weekday,EQUAL_GOLD,True,Near
1,Lily will stay at her parent's house from Saturday to Friday.,Lily will stay at her parent's house for 7 days.,Contradiction,SINGLE_weekday,EQUAL_GOLD+1,True,Near
2,Lily will stay at her parent's house from Saturday to Friday.,Lily will stay at her parent's house for 60 days.,Contradiction,SINGLE_weekday,EQUAL_GOLD*10,True,Near
3,Lily will stay at her parent's house from Saturday to Friday.,Lily will stay at her parent's house for 5 days.,Contradiction,SINGLE_weekday,EQUAL_GOLD-1,True,Near
4,Lily will stay at her parent's house from Saturday to Friday.,Lily will stay at her parent's house for more than 6 days.,Contradiction,SINGLE_weekday,MORE_GOLD,True,Near
5,Lily will stay at her parent's house from Saturday to Friday.,Lily will stay at her parent's house for more than 7 days.,Contradiction,SINGLE_weekday,MORE_GOLD+1,True,Near
6,Lily will stay at her parent's house from Saturday to Friday.,Lily will stay at her parent's house for more than 60 days.,Contradiction,SINGLE_weekday,MORE_GOLD*10,True,Near
7,Lily will stay at her parent's house from Saturday to Friday.,Lily will stay at her parent's house for more than 5 days.,Entailment,SINGLE_weekday,MORE_GOLD-1,True,Near
8,Lily will stay at her parent's house from Saturday to Friday.,Lily will stay at her parent's house for less than 6 days.,Contradiction,SINGLE_weekday,LESS_GOLD,True,Near
9,Lily will stay at her parent's house from Saturday to Friday.,Lily will stay at her parent's house for less than 7 days.,Entailment,SINGLE_weekday,LESS_GOLD+1,True,Near
10,Lily will stay at her parent's house from Saturday to Friday.,Lily will stay at her parent's house for less than 60 days.,Entailment,SINGLE_weekday,LESS_GOLD*10,True,Near
11,Lily will stay at her parent's house from Saturday to Friday.,Lily will stay at her parent's house for less than 5 days.,Contradiction,SINGLE_weekday,LESS_GOLD-1,True,Near
12,I will be on my office leave from Friday to Monday.,I will be on my office leave for 3 days.,Entailment,SINGLE_weekday,EQUAL_GOLD,True,Near
13,I will be on my office leave from Friday to Monday.,I will be on my office leave for 4 days.,Contradiction,SINGLE_weekday,EQUAL_GOLD+1,True,Near
14,I will be on my office leave from Friday to Monday.,I will be on my office leave for 30 days.,Contradiction,SINGLE_weekday,EQUAL_GOLD*10,True,Near
15,I will be on my office leave from Friday to Monday.,I will be on my office leave for 2 days.,Contradiction,SINGLE_weekday,EQUAL_GOLD-1,True,Near
16,I will be on my office leave from Friday to Monday.,I will be on my office leave for more than 3 days.,Contradiction,SINGLE_weekday,MORE_GOLD,True,Near
17,I will be on my office leave from Friday to Monday.,I will be on my office leave for more than 4 days.,Contradiction,SINGLE_weekday,MORE_GOLD+1,True,Near
18,I will be on my office leave from Friday to Monday.,I will be on my office leave for more than 30 days.,Contradiction,SINGLE_weekday,MORE_GOLD*10,True,Near
19,I will be on my office leave from Friday to Monday.,I will be on my office leave for more than 2 days.,Entailment,SINGLE_weekday,MORE_GOLD-1,True,Near
20,I will be on my office leave from Friday to Monday.,I will be on my office leave for less than 3 days.,Contradiction,SINGLE_weekday,LESS_GOLD,True,Near
21,I will be on my office leave from Friday to Monday.,I will be on my office leave for less than 4 days.,Entailment,SINGLE_weekday,LESS_GOLD+1,True,Near
22,I will be on my office leave from Friday to Monday.,I will be on my office leave for less than 30 days.,Entailment,SINGLE_weekday,LESS_GOLD*10,True,Near
23,I will be on my office leave from Friday to Monday.,I will be on my office leave for less than 2 days.,Contradiction,SINGLE_weekday,LESS_GOLD-1,True,Near
24,The sports tournament is taking place from Friday to Sunday.,The sports tournament is taking place for 2 days.,Entailment,SINGLE_weekday,EQUAL_GOLD,True,Near
25,The sports tournament is taking place from Friday to Sunday.,The sports tournament is taking place for 3 days.,Contradiction,SINGLE_weekday,EQUAL_GOLD+1,True,Near
26,The sports tournament is taking place from Friday to Sunday.,The sports tournament is taking place for 20 days.,Contradiction,SINGLE_weekday,EQUAL_GOLD*10,True,Near
27,The sports tournament is taking place from Friday to Sunday.,The sports tournament is taking place for 1 day.,Contradiction,SINGLE_weekday,EQUAL_GOLD-1,True,Near
28,The sports tournament is taking place from Friday to Sunday.,The sports tournament is taking place for more than 2 days.,Contradiction,SINGLE_weekday,MORE_GOLD,True,Near
29,The sports tournament is taking place from Friday to Sunday.,The sports tournament is taking place for more than 3 days.,Contradiction,SINGLE_weekday,MORE_GOLD+1,True,Near
30,The sports tournament is taking place from Friday to Sunday.,The sports tournament is taking place for more than 20 days.,Contradiction,SINGLE_weekday,MORE_GOLD*10,True,Near
31,The sports tournament is taking place from Friday to Sunday.,The sports tournament is taking place for more than 1 day.,Entailment,SINGLE_weekday,MORE_GOLD-1,True,Near
32,The sports tournament is taking place from Friday to Sunday.,The sports tournament is taking place for less than 2 days.,Contradiction,SINGLE_weekday,LESS_GOLD,True,Near
33,The sports tournament is taking place from Friday to Sunday.,The sports tournament is taking place for less than 3 days.,Entailment,SINGLE_weekday,LESS_GOLD+1,True,Near
34,The sports tournament is taking place from Friday to Sunday.,The sports tournament is taking place for less than 20 days.,Entailment,SINGLE_weekday,LESS_GOLD*10,True,Near
35,The sports tournament is taking place from Friday to Sunday.,The sports tournament is taking place for less than 1 day.,Contradiction,SINGLE_weekday,LESS_GOLD-1,True,Near
36,The conference is being held from Wednesday to Sunday.,The conference is being held for 4 days.,Entailment,SINGLE_weekday,EQUAL_GOLD,True,Near
37,The conference is being held from Wednesday to Sunday.,The conference is being held for 5 days.,Contradiction,SINGLE_weekday,EQUAL_GOLD+1,True,Near
38,The conference is being held from Wednesday to Sunday.,The conference is being held for 40 days.,Contradiction,SINGLE_weekday,EQUAL_GOLD*10,True,Near
39,The conference is being held from Wednesday to Sunday.,The conference is being held for 3 days.,Contradiction,SINGLE_weekday,EQUAL_GOLD-1,True,Near
40,The conference is being held from Wednesday to Sunday.,The conference is being held for more than 4 days.,Contradiction,SINGLE_weekday,MORE_GOLD,True,Near
41,The conference is being held from Wednesday to Sunday.,The conference is being held for more than 5 days.,Contradiction,SINGLE_weekday,MORE_GOLD+1,True,Near
42,The conference is being held from Wednesday to Sunday.,The conference is being held for more than 40 days.,Contradiction,SINGLE_weekday,MORE_GOLD*10,True,Near
43,The conference is being held from Wednesday to Sunday.,The conference is being held for more than 3 days.,Entailment,SINGLE_weekday,MORE_GOLD-1,True,Near
44,The conference is being held from Wednesday to Sunday.,The conference is being held for less than 4 days.,Contradiction,SINGLE_weekday,LESS_GOLD,True,Near
45,The conference is being held from Wednesday to Sunday.,The conference is being held for less than 5 days.,Entailment,SINGLE_weekday,LESS_GOLD+1,True,Near
46,The conference is being held from Wednesday to Sunday.,The conference is being held for less than 40 days.,Entailment,SINGLE_weekday,LESS_GOLD*10,True,Near
47,The conference is being held from Wednesday to Sunday.,The conference is being held for less than 3 days.,Contradiction,SINGLE_weekday,LESS_GOLD-1,True,Near
48,The power outage lasted from Tuesday to Monday.,The power outage lasted for 6 days.,Entailment,SINGLE_weekday,EQUAL_GOLD,True,Near
49,The power outage lasted from Tuesday to Monday.,The power outage lasted for 7 days.,Contradiction,SINGLE_weekday,EQUAL_GOLD+1,True,Near
50,The power outage lasted from Tuesday to Monday.,The power outage lasted for 60 days.,Contradiction,SINGLE_weekday,EQUAL_GOLD*10,True,Near
51,The power outage lasted from Tuesday to Monday.,The power outage lasted for 5 days.,Contradiction,SINGLE_weekday,EQUAL_GOLD-1,True,Near
52,The power outage lasted from Tuesday to Monday.,The power outage lasted for more than 6 days.,Contradiction,SINGLE_weekday,MORE_GOLD,True,Near
53,The power outage lasted from Tuesday to Monday.,The power outage lasted for more than 7 days.,Contradiction,SINGLE_weekday,MORE_GOLD+1,True,Near
54,The power outage lasted from Tuesday to Monday.,The power outage lasted for more than 60 days.,Contradiction,SINGLE_weekday,MORE_GOLD*10,True,Near
55,The power outage lasted from Tuesday to Monday.,The power outage lasted for more than 5 days.,Entailment,SINGLE_weekday,MORE_GOLD-1,True,Near
56,The power outage lasted from Tuesday to Monday.,The power outage lasted for less than 6 days.,Contradiction,SINGLE_weekday,LESS_GOLD,True,Near
57,The power outage lasted from Tuesday to Monday.,The power outage lasted for less than 7 days.,Entailment,SINGLE_weekday,LESS_GOLD+1,True,Near
58,The power outage lasted from Tuesday to Monday.,The power outage lasted for less than 60 days.,Entailment,SINGLE_weekday,LESS_GOLD*10,True,Near
59,The power outage lasted from Tuesday to Monday.,The power outage lasted for less than 5 days.,Contradiction,SINGLE_weekday,LESS_GOLD-1,True,Near
0,Lily will reach her parent's house on Tuesday and will leave on Friday.,Lily will stay at her parent's house for 3 days.,Entailment,SINGLE_weekday,EQUAL_GOLD,False,Spread
1,Lily will reach her parent's house on Tuesday and will leave on Friday.,Lily will stay at her parent's house for 4 days.,Contradiction,SINGLE_weekday,EQUAL_GOLD+1,False,Spread
2,Lily will reach her parent's house on Tuesday and will leave on Friday.,Lily will stay at her parent's house for 30 days.,Contradiction,SINGLE_weekday,EQUAL_GOLD*10,False,Spread
3,Lily will reach her parent's house on Tuesday and will leave on Friday.,Lily will stay at her parent's house for 2 days.,Contradiction,SINGLE_weekday,EQUAL_GOLD-1,False,Spread
4,Lily will reach her parent's house on Tuesday and will leave on Friday.,Lily will stay at her parent's house for more than 3 days.,Contradiction,SINGLE_weekday,MORE_GOLD,False,Spread
5,Lily will reach her parent's house on Tuesday and will leave on Friday.,Lily will stay at her parent's house for more than 4 days.,Contradiction,SINGLE_weekday,MORE_GOLD+1,False,Spread
6,Lily will reach her parent's house on Tuesday and will leave on Friday.,Lily will stay at her parent's house for more than 30 days.,Contradiction,SINGLE_weekday,MORE_GOLD*10,False,Spread
7,Lily will reach her parent's house on Tuesday and will leave on Friday.,Lily will stay at her parent's house for more than 2 days.,Entailment,SINGLE_weekday,MORE_GOLD-1,False,Spread
8,Lily will reach her parent's house on Tuesday and will leave on Friday.,Lily will stay at her parent's house for less than 3 days.,Contradiction,SINGLE_weekday,LESS_GOLD,False,Spread
9,Lily will reach her parent's house on Tuesday and will leave on Friday.,Lily will stay at her parent's house for less than 4 days.,Entailment,SINGLE_weekday,LESS_GOLD+1,False,Spread
10,Lily will reach her parent's house on Tuesday and will leave on Friday.,Lily will stay at her parent's house for less than 30 days.,Entailment,SINGLE_weekday,LESS_GOLD*10,False,Spread
11,Lily will reach her parent's house on Tuesday and will leave on Friday.,Lily will stay at her parent's house for less than 2 days.,Contradiction,SINGLE_weekday,LESS_GOLD-1,False,Spread
12,I will start my office leave on Tuesday and be back on Friday.,I will be on my office leave for 3 days.,Entailment,SINGLE_weekday,EQUAL_GOLD,False,Spread
13,I will start my office leave on Tuesday and be back on Friday.,I will be on my office leave for 4 days.,Contradiction,SINGLE_weekday,EQUAL_GOLD+1,False,Spread
14,I will start my office leave on Tuesday and be back on Friday.,I will be on my office leave for 30 days.,Contradiction,SINGLE_weekday,EQUAL_GOLD*10,False,Spread
15,I will start my office leave on Tuesday and be back on Friday.,I will be on my office leave for 2 days.,Contradiction,SINGLE_weekday,EQUAL_GOLD-1,False,Spread
16,I will start my office leave on Tuesday and be back on Friday.,I will be on my office leave for more than 3 days.,Contradiction,SINGLE_weekday,MORE_GOLD,False,Spread
17,I will start my office leave on Tuesday and be back on Friday.,I will be on my office leave for more than 4 days.,Contradiction,SINGLE_weekday,MORE_GOLD+1,False,Spread
18,I will start my office leave on Tuesday and be back on Friday.,I will be on my office leave for more than 30 days.,Contradiction,SINGLE_weekday,MORE_GOLD*10,False,Spread
19,I will start my office leave on Tuesday and be back on Friday.,I will be on my office leave for more than 2 days.,Entailment,SINGLE_weekday,MORE_GOLD-1,False,Spread
20,I will start my office leave on Tuesday and be back on Friday.,I will be on my office leave for less than 3 days.,Contradiction,SINGLE_weekday,LESS_GOLD,False,Spread
21,I will start my office leave on Tuesday and be back on Friday.,I will be on my office leave for less than 4 days.,Entailment,SINGLE_weekday,LESS_GOLD+1,False,Spread
22,I will start my office leave on Tuesday and be back on Friday.,I will be on my office leave for less than 30 days.,Entailment,SINGLE_weekday,LESS_GOLD*10,False,Spread
23,I will start my office leave on Tuesday and be back on Friday.,I will be on my office leave for less than 2 days.,Contradiction,SINGLE_weekday,LESS_GOLD-1,False,Spread
24,The sports tournament is starting on Sunday and will end on Thursday.,The sports tournament is taking place for 4 days.,Entailment,SINGLE_weekday,EQUAL_GOLD,False,Spread
25,The sports tournament is starting on Sunday and will end on Thursday.,The sports tournament is taking place for 5 days.,Contradiction,SINGLE_weekday,EQUAL_GOLD+1,False,Spread
26,The sports tournament is starting on Sunday and will end on Thursday.,The sports tournament is taking place for 40 days.,Contradiction,SINGLE_weekday,EQUAL_GOLD*10,False,Spread
